DATE,VALUE
2008-09-12,2.23
2008-09-19,1.85
2008-09-26,2.11
2008-10-03,1.75
2008-10-10,1.56
2008-10-17,1.68
2008-10-24,1.59
2008-10-31,1.59
2008-11-07,1.36
2008-11-14,1.23
2008-11-21,1.11
2008-11-28,1.14
2008-12-05,0.88
2008-12-12,0.85
2008-12-19,0.71
2008-12-26,0.89
2009-01-02,0.79
2009-01-09,0.80
2009-01-16,0.74
2009-01-23,0.77
2009-01-30,0.90
2009-02-06,0.96
2009-02-13,0.95
2009-02-20,0.95
2009-02-27,1.03
2009-03-06,0.92
2009-03-13,1.00
2009-03-20,0.93
2009-03-27,0.92
2009-04-03,0.86
2009-04-10,0.94
2009-04-17,0.90
2009-04-24,0.97
2009-05-01,0.92
2009-05-08,0.98
2009-05-15,0.89
2009-05-22,0.90
2009-05-29,0.95
2009-06-05,1.02
2009-06-12,1.36
2009-06-19,1.24
2009-06-26,1.14
2009-07-03,1.06
2009-07-10,0.94
2009-07-17,0.99
2009-07-24,1.01
2009-07-31,1.14
2009-08-07,1.23
2009-08-14,1.16
2009-08-21,1.05
2009-08-28,1.04
2009-09-04,0.93
2009-09-11,0.92
2009-09-18,0.98
2009-09-25,0.98
2009-10-02,0.94
2009-10-09,0.91
2009-10-16,0.95
2009-10-23,0.99
2009-10-30,0.98
2009-11-06,0.90
2009-11-13,0.84
2009-11-20,0.76
2009-11-27,0.73
2009-12-04,0.73
2009-12-11,0.78
2009-12-18,0.84
2009-12-25,0.95
2010-01-01,1.10
2010-01-08,1.02
2010-01-15,0.93
2010-01-22,0.89
2010-01-29,0.86
2010-02-05,0.83
2010-02-12,0.86
2010-02-19,0.89
2010-02-26,0.86
2010-03-05,0.84
2010-03-12,0.93
2010-03-19,0.97
2010-03-26,1.05
2010-04-02,1.06
2010-04-09,1.11
2010-04-16,1.05
2010-04-23,1.05
2010-04-30,1.03
2010-05-07,0.88
2010-05-14,0.85
2010-05-21,0.78
2010-05-28,0.81
2010-06-04,0.79
2010-06-11,0.75
2010-06-18,0.75
2010-06-25,0.69
2010-07-02,0.62
2010-07-09,0.63
2010-07-16,0.63
2010-07-23,0.60
2010-07-30,0.60
2010-08-06,0.54
2010-08-13,0.54
2010-08-20,0.50
2010-08-27,0.52
2010-09-03,0.50
2010-09-10,0.54
2010-09-17,0.50
2010-09-24,0.45
2010-10-01,0.42
2010-10-08,0.38
2010-10-15,0.37
2010-10-22,0.36
2010-10-29,0.38
2010-11-05,0.35
2010-11-12,0.46
2010-11-19,0.52
2010-11-26,0.50
2010-12-03,0.51
2010-12-10,0.57
2010-12-17,0.64
2010-12-24,0.64
2010-12-31,0.67
2011-01-07,0.65
2011-01-14,0.60
2011-01-21,0.62
2011-01-28,0.60
2011-02-04,0.67
2011-02-11,0.83
2011-02-18,0.83
2011-02-25,0.73
2011-03-04,0.70
2011-03-11,0.68
2011-03-18,0.61
2011-03-25,0.71
2011-04-01,0.80
2011-04-08,0.82
2011-04-15,0.77
2011-04-22,0.69
2011-04-29,0.64
2011-05-06,0.59
2011-05-13,0.57
2011-05-20,0.55
2011-05-27,0.52
2011-06-03,0.44
2011-06-10,0.41
2011-06-17,0.40
2011-06-24,0.37
2011-07-01,0.46
2011-07-08,0.44
2011-07-15,0.37
2011-07-22,0.39
2011-07-29,0.41
2011-08-05,0.32
2011-08-12,0.21
2011-08-19,0.20
2011-08-26,0.22
2011-09-02,0.20
2011-09-09,0.20
2011-09-16,0.20
2011-09-23,0.20
2011-09-30,0.26
2011-10-07,0.27
2011-10-14,0.30
2011-10-21,0.28
2011-10-28,0.29
2011-11-04,0.23
2011-11-11,0.25
2011-11-18,0.26
2011-11-25,0.27
2011-12-02,0.26
2011-12-09,0.24
2011-12-16,0.25
2011-12-23,0.27
2011-12-30,0.28
2012-01-06,0.26
2012-01-13,0.24
2012-01-20,0.24
2012-01-27,0.23
2012-02-03,0.23
2012-02-10,0.26
2012-02-17,0.29
2012-02-24,0.31
2012-03-02,0.30
2012-03-09,0.31
2012-03-16,0.36
2012-03-23,0.39
2012-03-30,0.34
2012-04-06,0.34
2012-04-13,0.29
2012-04-20,0.27
2012-04-27,0.26
2012-05-04,0.27
2012-05-11,0.27
2012-05-18,0.30
2012-05-25,0.29
2012-06-01,0.27
2012-06-08,0.26
2012-06-15,0.29
2012-06-22,0.31
2012-06-29,0.31
2012-07-06,0.29
2012-07-13,0.26
2012-07-20,0.23
2012-07-27,0.23
2012-08-03,0.24
2012-08-10,0.27
2012-08-17,0.28
2012-08-24,0.28
2012-08-31,0.26
2012-09-07,0.25
2012-09-14,0.25
2012-09-21,0.26
2012-09-28,0.26
2012-10-05,0.24
2012-10-12,0.27
2012-10-19,0.29
2012-10-26,0.30
2012-11-02,0.30
2012-11-09,0.28
2012-11-16,0.25
2012-11-23,0.27
2012-11-30,0.26
2012-12-07,0.25
2012-12-14,0.25
2012-12-21,0.27
2012-12-28,0.26
2013-01-04,0.27
2013-01-11,0.26
2013-01-18,0.26
2013-01-25,0.26
2013-02-01,0.28
2013-02-08,0.26
2013-02-15,0.28
2013-02-22,0.27
2013-03-01,0.25
2013-03-08,0.25
2013-03-15,0.27
2013-03-22,0.26
2013-03-29,0.25
2013-04-05,0.24
2013-04-12,0.24
2013-04-19,0.24
2013-04-26,0.23
2013-05-03,0.21
2013-05-10,0.23
2013-05-17,0.25
2013-05-24,0.26
2013-05-31,0.30
2013-06-07,0.31
2013-06-14,0.32
2013-06-21,0.31
2013-06-28,0.39
2013-07-05,0.36
2013-07-12,0.37
2013-07-19,0.33
2013-07-26,0.32
2013-08-02,0.32
2013-08-09,0.32
2013-08-16,0.34
2013-08-23,0.38
2013-08-30,0.39
2013-09-06,0.47
2013-09-13,0.46
2013-09-20,0.36
2013-09-27,0.35
